full,raw_only,no_mass_balance,no_storage_state,no_flow_anomaly,reservoir
0.8504141454338886,0.6912846452959207,0.7898268385040128,0.8569657624646962,0.7721050760259978,ResOpsUS_191
0.9402331773009889,0.729547680140337,0.8602072578339046,0.9394906219091753,0.8778293716310164,ResOpsUS_605
0.8461573485567264,0.6779130099095036,0.7122883123372057,0.8396376731290325,0.8918194999158974,ResOpsUS_609
0.852563448393066,0.8272880452985285,0.7884896958924943,0.8664950583512004,0.8821691006753711,ResOpsUS_193
0.690629588772392,0.3147547788312631,0.7254760096446413,0.6104500235617765,0.5732495808288186,ResOpsUS_585
0.980596988189576,0.9427456757784315,0.9761872640445823,0.9782954511892815,0.9730020567651814,ResOpsUS_533
0.7337252552343145,0.5353907397050943,0.6858704391654913,0.7712555305251982,0.6780167585475079,ResOpsUS_612
0.6231831632758118,0.2791695220738283,0.2645784151880687,0.6764584766180407,0.6974080783582772,ResOpsUS_223
-0.18331829661591414,0.7286860308389952,0.4508270564054475,-0.45302601322083547,0.2912618783665527,ResOpsUS_956
-4.362263150273856,-5.920912007938321,-5.134387156339459,-5.67759840982304,-5.536354745155121,ResOpsUS_507
-2.6809147225164582,-6.897288336247962,-5.822915927040442,-2.4303833231213896,-2.296929725301042,ResOpsUS_931
0.7993466261495491,0.6990509199380337,0.8031584376347258,0.8160010930914452,0.7534307692358323,ResOpsUS_210
0.726528757720549,0.7152579763114709,0.7242718606536972,0.7305981098650184,0.7057338995946152,ResOpsUS_168
-0.5857521006111701,0.24546478631865276,-0.4759746838821144,-0.44402858625532504,0.30370877012252506,ResOpsUS_185
0.6787195123629098,0.0973215674439657,0.3039212659014803,0.7414140129840132,0.5326431582207698,ResOpsUS_437
0.8094951673930305,0.2643915063822473,0.3342456689880319,0.8155822856596424,0.7823496494831571,ResOpsUS_173
0.6996883997450943,0.5427393315592642,0.6416972267850815,0.7033110860150984,0.6812849245128827,ResOpsUS_214
0.6074891291834023,0.15313736772096942,0.07021958112966997,0.6172625375823911,0.6195996231274367,ResOpsUS_113
0.9496268090630482,0.7899578570707925,0.7701957061347969,0.9499641302862984,0.953509940896707,ResOpsUS_500
0.8893296357821132,0.7920260298354792,0.7826351148698506,0.8939653639988248,0.8691343238280388,ResOpsUS_1109
0.9655982575974386,0.9494128697229793,0.9511494254204014,0.9662776026828092,0.962618194186553,ResOpsUS_458
0.3177133166910422,-0.543842239453125,-0.22482924453995023,0.3342238811019904,-0.46335480434463805,ResOpsUS_1095
0.22281023343644457,0.07987223363756113,0.2470344019755557,0.22092895510485389,0.1634221346374506,ResOpsUS_1916
0.9205405592345648,0.7914017481269197,0.7522352487604361,0.9242548674826524,0.9382283217040013,ResOpsUS_657
0.9636530332746688,0.8595854980901372,0.862939354091504,0.962810734274276,0.9586360349357398,ResOpsUS_664
-0.3889012259890956,-0.5468982695146973,-0.7799345814592056,-0.04947992770342369,0.4967282663612961,ResOpsUS_620
0.7722081489735292,0.5391268424593734,0.7680492114972939,0.28817498693058274,0.8444718592006769,ResOpsUS_111
